"","Status_Checking_Acc","Duration_in_Months","Credit_History","Purposre_Credit_Taken","Credit_Amount","Savings_Acc","Years_At_Present_Employment","Inst_Rt_Income","Marital_Status_Gender","Other_Debtors_Guarantors","Current_Address_Yrs","Property","Age","Other_Inst_Plans","Housing","Num_CC","Job","Dependents","Telephone","Foreign_Worker","Default_On_Payment","predclass"
"2530","A11",6,"A32","A40",662,"A61","A72","3","A93","A101","4","A121",41,"A143","A152","1","A172","2","A192","A201","0",1
"2531","A12",36,"A32","A46",2273,"A61","A74","3","A93","A101","1","A123",32,"A143","A152","2","A173","2","A191","A201","0",1
"2535","A14",24,"A32","A43",3105,"A65","A72","4","A93","A101","2","A123",25,"A143","A152","2","A173","1","A191","A201","0",0
"2543","A11",30,"A32","A42",6350,"A65","A75","4","A93","A101","4","A122",31,"A143","A152","1","A173","1","A191","A201","1",1
"2549","A11",12,"A31","A43",626,"A61","A73","4","A92","A101","4","A121",24,"A141","A152","1","A172","1","A191","A201","1",1
"2552","A14",6,"A31","A43",1750,"A63","A75","2","A93","A101","4","A122",45,"A141","A152","1","A172","2","A191","A201","0",0
"2556","A12",12,"A32","A43",1331,"A61","A72","2","A93","A101","1","A123",22,"A142","A152","1","A173","1","A191","A201","1",1
"2560","A12",18,"A34","A42",1928,"A61","A72","2","A93","A101","2","A121",31,"A143","A152","2","A172","1","A191","A201","1",0
"2561","A11",24,"A32","A41",2964,"A65","A75","4","A93","A101","4","A124",49,"A141","A153","1","A173","2","A192","A201","0",1
"2562","A11",24,"A31","A43",1546,"A61","A74","4","A93","A103","4","A123",24,"A141","A151","1","A172","1","A191","A201","1",0
"2566","A12",24,"A33","A43",1553,"A62","A74","3","A92","A101","2","A122",23,"A143","A151","2","A173","1","A192","A201","0",1
"2571","A11",24,"A32","A42",3234,"A61","A72","4","A92","A101","4","A121",23,"A143","A151","1","A172","1","A192","A201","1",1
"2572","A14",30,"A34","A43",5954,"A61","A74","3","A93","A102","2","A123",38,"A143","A152","1","A173","1","A191","A201","0",0
"2573","A14",24,"A32","A41",5433,"A65","A71","2","A92","A101","4","A122",26,"A143","A151","1","A174","1","A192","A201","0",0
"2576","A14",15,"A34","A42",2788,"A61","A74","2","A92","A102","3","A123",24,"A141","A152","2","A173","1","A191","A201","0",0
"2577","A12",12,"A32","A43",2930,"A61","A74","2","A92","A101","1","A121",27,"A143","A152","1","A173","1","A191","A201","0",0
"2578","A14",24,"A34","A46",1927,"A65","A73","3","A92","A101","2","A123",33,"A143","A152","2","A173","1","A192","A201","0",0
"2580","A14",24,"A32","A48",937,"A61","A72","4","A94","A101","3","A123",27,"A143","A152","2","A172","1","A191","A201","0",1
"2584","A12",36,"A32","A45",2384,"A61","A72","4","A93","A101","1","A124",33,"A143","A151","1","A172","1","A191","A201","1",1
"2589","A11",18,"A32","A44",1217,"A61","A73","4","A94","A101","3","A121",47,"A143","A152","1","A172","1","A192","A201","1",1
"2591","A11",12,"A34","A43",385,"A61","A74","4","A92","A101","3","A121",58,"A143","A152","4","A172","1","A192","A201","0",0
"2596","A12",6,"A31","A40",931,"A62","A72","1","A92","A101","1","A122",32,"A142","A152","1","A172","1","A191","A201","1",1
"2599","A14",18,"A34","A40",2775,"A61","A74","2","A93","A101","2","A122",31,"A141","A152","2","A173","1","A191","A201","1",0
"2600","A14",24,"A33","A49",3863,"A61","A73","1","A93","A101","2","A124",32,"A143","A153","1","A173","1","A191","A201","0",0
"2601","A12",7,"A32","A43",2329,"A61","A72","1","A92","A103","1","A121",45,"A143","A152","1","A173","1","A191","A201","0",0
"2602","A12",9,"A32","A42",918,"A61","A73","4","A92","A101","1","A122",30,"A143","A152","1","A173","1","A191","A201","1",1
"2616","A12",48,"A30","A49",12000,"A65","A73","2","A93","A101","2","A123",48,"A141","A152","1","A174","1","A192","A201","0",1
"2620","A14",12,"A32","A40",640,"A61","A73","4","A91","A101","2","A121",49,"A143","A152","1","A172","1","A191","A201","0",0
"2628","A12",9,"A31","A40",1437,"A62","A74","2","A93","A101","3","A124",29,"A143","A152","1","A173","1","A191","A201","1",0
"2630","A14",9,"A32","A46",3832,"A65","A75","1","A93","A101","4","A121",64,"A143","A152","1","A172","1","A191","A201","0",0
"2632","A11",18,"A31","A42",1553,"A61","A73","4","A93","A101","3","A123",44,"A141","A152","1","A173","1","A191","A201","1",1
"2640","A11",42,"A33","A43",4370,"A61","A74","3","A93","A101","2","A122",26,"A141","A152","2","A173","2","A192","A201","1",1
"2643","A14",15,"A32","A46",4623,"A62","A73","3","A93","A101","2","A122",40,"A143","A152","1","A174","1","A192","A201","1",0
"2644","A14",24,"A34","A43",1851,"A61","A74","4","A94","A103","2","A123",33,"A143","A152","2","A173","1","A192","A201","0",0
"2648","A14",12,"A32","A40",1386,"A63","A73","2","A92","A101","2","A122",26,"A143","A152","1","A173","1","A191","A201","1",0
"2650","A11",12,"A32","A46",684,"A61","A73","4","A93","A101","4","A123",40,"A143","A151","1","A172","2","A191","A201","1",1
"2651","A11",48,"A32","A46",7476,"A61","A74","4","A93","A101","1","A124",50,"A143","A153","1","A174","1","A192","A201","0",1
"2652","A12",12,"A32","A42",1922,"A61","A73","4","A93","A101","2","A122",37,"A143","A152","1","A172","1","A191","A201","1",1
"2653","A11",24,"A32","A40",2303,"A61","A75","4","A93","A102","1","A121",45,"A143","A152","1","A173","1","A191","A201","1",1
"2655","A14",24,"A34","A41",2346,"A61","A74","4","A93","A101","3","A123",35,"A143","A152","2","A173","1","A192","A201","0",0
"2661","A13",12,"A32","A43",1297,"A61","A73","3","A94","A101","4","A121",23,"A143","A151","1","A173","1","A191","A201","0",0
"2665","A13",6,"A34","A46",1047,"A61","A73","2","A92","A101","4","A122",50,"A143","A152","1","A172","1","A191","A201","0",0
"2667","A12",30,"A31","A42",3496,"A64","A73","4","A93","A101","2","A123",34,"A142","A152","1","A173","2","A192","A201","0",1
"2693","A12",24,"A32","A43",2896,"A62","A72","2","A93","A101","1","A123",29,"A143","A152","1","A173","1","A191","A201","0",1
"2695","A14",24,"A32","A43",2284,"A61","A74","4","A93","A101","2","A123",28,"A143","A152","1","A173","1","A192","A201","0",0
"2696","A14",6,"A32","A41",1236,"A63","A73","2","A93","A101","4","A122",50,"A143","A151","1","A173","1","A191","A201","0",0
"2699","A14",18,"A34","A43",1800,"A61","A73","4","A93","A101","2","A123",24,"A143","A152","2","A173","1","A191","A201","0",0
"2703","A13",24,"A32","A43",1377,"A62","A75","4","A92","A101","2","A124",47,"A143","A153","1","A173","1","A192","A201","0",1
"2707","A12",48,"A32","A40",6560,"A62","A74","3","A93","A101","2","A122",24,"A143","A152","1","A173","1","A191","A201","1",1
"2708","A12",12,"A30","A42",2969,"A61","A72","4","A92","A101","3","A122",25,"A143","A151","2","A173","1","A191","A201","1",1
"2714","A11",9,"A34","A43",1138,"A61","A73","4","A93","A101","4","A121",25,"A143","A152","2","A172","1","A191","A201","0",0
"2715","A12",60,"A32","A40",12000,"A61","A74","4","A93","A101","2","A124",27,"A143","A152","1","A174","1","A192","A201","1",1
"2722","A12",6,"A31","A46",433,"A64","A72","4","A92","A101","2","A122",24,"A141","A151","1","A173","2","A191","A201","1",1
"2728","A11",18,"A32","A43",1882,"A61","A73","4","A92","A101","4","A123",25,"A141","A151","2","A173","1","A191","A201","1",1
"2730","A13",24,"A34","A49",1275,"A64","A73","2","A91","A101","4","A121",36,"A143","A152","2","A173","1","A192","A201","0",0
"2733","A12",8,"A32","A43",760,"A61","A74","4","A92","A103","2","A121",44,"A143","A152","1","A172","1","A191","A201","0",0
"2744","A11",24,"A31","A42",2483,"A63","A73","4","A93","A101","4","A121",22,"A142","A152","1","A173","1","A192","A201","0",1
"2745","A11",39,"A34","A42",12000,"A65","A74","4","A93","A101","4","A122",30,"A143","A152","2","A174","1","A192","A201","0",1
"2747","A11",15,"A32","A40",2511,"A61","A71","1","A92","A101","4","A123",23,"A143","A151","1","A173","1","A191","A201","0",1
"2762","A11",18,"A34","A42",2124,"A61","A73","4","A92","A101","4","A121",24,"A143","A151","2","A173","1","A191","A201","1",1
"2765","A14",24,"A34","A40",2463,"A62","A74","4","A94","A101","3","A122",27,"A143","A152","2","A173","1","A192","A201","0",0
"2766","A12",12,"A32","A43",1155,"A61","A75","3","A94","A103","3","A121",40,"A141","A152","2","A172","1","A191","A201","0",1
"2769","A12",12,"A34","A42",3617,"A61","A75","1","A93","A101","4","A123",28,"A143","A151","3","A173","1","A192","A201","0",0
"2775","A13",12,"A34","A40",1480,"A63","A71","2","A93","A101","4","A124",66,"A141","A153","3","A171","1","A191","A201","0",0
"2776","A11",24,"A32","A40",1371,"A65","A73","4","A92","A101","4","A121",25,"A143","A151","1","A173","1","A191","A201","1",1
"2778","A11",18,"A32","A43",3509,"A61","A74","4","A92","A103","1","A121",25,"A143","A152","1","A173","1","A191","A201","0",0
"2781","A12",39,"A34","A43",4933,"A61","A74","2","A93","A103","2","A121",25,"A143","A152","2","A173","1","A191","A201","1",0
"2783","A12",12,"A30","A48",1410,"A61","A73","2","A93","A101","2","A121",31,"A143","A152","1","A172","1","A192","A201","0",1
"2786","A12",18,"A32","A49",1941,"A64","A73","4","A93","A101","2","A122",35,"A143","A152","1","A172","1","A192","A201","0",0
"2788","A14",48,"A34","A41",2751,"A65","A75","4","A93","A101","3","A123",38,"A143","A152","2","A173","2","A192","A201","0",0
"2789","A12",48,"A33","A46",6224,"A61","A75","4","A93","A101","4","A124",50,"A143","A153","1","A173","1","A191","A201","1",1
"2796","A14",9,"A32","A42",2301,"A62","A72","2","A92","A101","4","A122",22,"A143","A151","1","A173","1","A191","A201","0",0
"2797","A11",18,"A32","A41",7511,"A65","A75","1","A93","A101","4","A122",51,"A143","A153","1","A173","2","A192","A201","1",0
"2805","A12",12,"A32","A40",7472,"A65","A71","1","A92","A101","2","A121",24,"A143","A151","1","A171","1","A191","A201","0",1
"2807","A12",6,"A32","A43",590,"A61","A72","3","A94","A101","3","A121",26,"A143","A152","1","A172","1","A191","A202","0",0
"2809","A12",42,"A31","A41",9283,"A61","A71","1","A93","A101","2","A124",55,"A141","A153","1","A174","1","A192","A201","0",1
"2812","A12",6,"A32","A43",484,"A61","A74","3","A94","A103","3","A121",28,"A141","A152","1","A172","1","A191","A201","0",0
"2813","A11",36,"A34","A41",9629,"A61","A74","4","A93","A101","4","A123",24,"A143","A152","2","A173","1","A192","A201","1",1
"2816","A12",36,"A33","A40",7432,"A61","A73","2","A92","A101","2","A122",54,"A143","A151","1","A173","1","A191","A201","0",1
"2820","A11",18,"A32","A43",1345,"A61","A73","4","A94","A101","3","A121",26,"A141","A152","1","A173","1","A191","A201","1",1
"2823","A11",36,"A32","A42",2712,"A61","A75","2","A93","A101","2","A122",41,"A141","A152","1","A173","2","A191","A201","1",1
"2824","A11",8,"A34","A40",731,"A61","A75","4","A93","A101","4","A121",47,"A143","A152","2","A172","1","A191","A201","0",1
"2835","A13",15,"A32","A43",2327,"A61","A72","2","A92","A101","3","A121",25,"A143","A152","1","A172","1","A191","A201","1",0
"2847","A14",18,"A32","A40",6761,"A65","A73","2","A93","A101","4","A123",68,"A143","A151","2","A173","1","A191","A201","1",0
"2849","A11",9,"A32","A43",1364,"A61","A74","3","A93","A101","4","A121",59,"A143","A152","1","A173","1","A191","A201","0",0
"2853","A14",15,"A34","A43",1471,"A61","A73","4","A93","A101","4","A124",35,"A143","A153","2","A173","1","A192","A201","0",0
"2860","A14",9,"A32","A40",3577,"A62","A73","1","A93","A103","2","A121",26,"A143","A151","1","A173","2","A191","A202","0",0
"2863","A11",24,"A32","A43",2439,"A61","A72","4","A92","A101","4","A121",35,"A143","A152","1","A173","1","A192","A201","1",1
"2870","A11",12,"A32","A42",652,"A61","A75","4","A92","A101","4","A122",24,"A143","A151","1","A173","1","A191","A201","0",1
"2871","A14",36,"A33","A42",7678,"A63","A74","2","A92","A101","4","A123",40,"A143","A152","2","A173","1","A192","A201","0",0
"2872","A13",6,"A34","A40",1343,"A61","A75","1","A93","A101","4","A121",46,"A143","A152","2","A173","2","A191","A202","0",0
"2877","A11",18,"A31","A43",1940,"A61","A72","3","A93","A102","4","A124",36,"A141","A153","1","A174","1","A192","A201","0",1
"2878","A14",36,"A32","A43",3595,"A61","A75","4","A93","A101","2","A123",28,"A143","A152","1","A173","1","A191","A201","0",0
"2879","A11",9,"A32","A40",1422,"A61","A72","3","A93","A101","2","A124",27,"A143","A153","1","A174","1","A192","A201","1",1
"2880","A14",30,"A34","A43",6742,"A65","A74","2","A93","A101","3","A122",36,"A143","A152","2","A173","1","A191","A201","0",0
"2882","A14",24,"A32","A41",9277,"A65","A73","2","A91","A101","4","A124",48,"A143","A153","1","A173","1","A192","A201","0",0
"2883","A12",30,"A34","A40",2181,"A65","A75","4","A93","A101","4","A121",36,"A143","A152","2","A173","1","A191","A201","0",0
"2890","A14",28,"A31","A41",7824,"A65","A72","3","A93","A103","4","A121",40,"A141","A151","2","A173","2","A192","A201","0",0
"2893","A11",12,"A34","A40",2171,"A61","A73","4","A93","A101","4","A122",38,"A141","A152","2","A172","1","A191","A202","0",1
"2895","A14",18,"A34","A43",1169,"A65","A73","4","A93","A101","3","A122",29,"A143","A152","2","A173","1","A192","A201","0",0
"2896","A14",36,"A33","A41",8947,"A65","A74","3","A93","A101","2","A123",31,"A142","A152","1","A174","2","A192","A201","0",0
"2901","A11",16,"A34","A40",2625,"A61","A75","2","A93","A103","4","A122",43,"A141","A151","1","A173","1","A192","A201","1",0
"2911","A14",36,"A33","A43",4454,"A61","A73","4","A92","A101","4","A121",34,"A143","A152","2","A173","1","A191","A201","0",0
"2917","A14",10,"A32","A41",2848,"A62","A73","1","A93","A102","2","A121",32,"A143","A152","1","A173","2","A191","A201","0",0
"2920","A11",24,"A32","A42",3345,"A61","A75","4","A93","A101","2","A122",39,"A143","A151","1","A174","1","A192","A201","1",1
"2922","A14",48,"A33","A43",12000,"A63","A74","4","A93","A101","1","A123",37,"A143","A152","1","A174","1","A192","A201","0",0
"2924","A12",12,"A32","A40",2002,"A61","A74","3","A93","A101","4","A122",30,"A143","A151","1","A173","2","A192","A201","0",1
"2928","A11",48,"A32","A41",10297,"A61","A74","4","A93","A101","4","A124",39,"A142","A153","3","A173","2","A192","A201","1",1
"2933","A14",9,"A34","A40",1224,"A61","A73","3","A93","A101","1","A121",30,"A143","A152","2","A173","1","A191","A201","0",0
"2934","A14",12,"A34","A43",522,"A63","A75","4","A93","A101","4","A122",42,"A143","A152","2","A173","2","A192","A201","0",0
"2938","A12",6,"A32","A43",2063,"A61","A72","4","A94","A101","3","A123",30,"A143","A151","1","A174","1","A192","A201","0",1
"2942","A14",10,"A32","A40",1546,"A61","A73","3","A93","A101","2","A121",31,"A143","A152","1","A172","2","A191","A202","0",0
"2943","A14",24,"A32","A42",929,"A65","A74","4","A93","A101","2","A123",31,"A142","A152","1","A173","1","A192","A201","0",0
"2948","A14",12,"A32","A40",2859,"A65","A71","4","A93","A101","4","A124",38,"A143","A152","1","A174","1","A192","A201","0",0
"2950","A14",24,"A32","A43",3621,"A62","A75","2","A93","A101","4","A123",31,"A143","A152","2","A173","1","A191","A201","1",0
"2953","A12",24,"A32","A41",4113,"A63","A72","3","A92","A101","4","A123",28,"A143","A151","1","A173","1","A191","A201","1",1
"2960","A12",24,"A32","A42",3069,"A62","A75","4","A93","A101","4","A124",30,"A143","A153","1","A173","1","A191","A201","0",1
"2966","A12",30,"A32","A43",1715,"A65","A73","4","A92","A101","1","A123",26,"A143","A152","1","A173","1","A191","A201","0",1
"2967","A12",27,"A34","A43",2520,"A63","A73","4","A93","A101","2","A122",23,"A143","A152","2","A172","1","A191","A201","1",1
"2968","A14",15,"A32","A43",3568,"A61","A75","4","A92","A101","2","A123",54,"A141","A151","1","A174","1","A192","A201","0",1
"2969","A14",42,"A32","A43",7166,"A65","A74","2","A94","A101","4","A122",29,"A143","A151","1","A173","1","A192","A201","0",0
"2971","A12",15,"A32","A45",1514,"A62","A73","4","A93","A103","2","A121",22,"A143","A152","1","A173","1","A191","A201","0",0
"2973","A11",24,"A31","A40",1193,"A61","A71","1","A92","A102","4","A124",29,"A143","A151","2","A171","1","A191","A201","1",1
"2975","A14",30,"A34","A43",2831,"A61","A73","4","A92","A101","2","A123",33,"A143","A152","1","A173","1","A192","A201","0",0
"2985","A14",24,"A34","A42",2028,"A61","A74","2","A93","A101","2","A122",30,"A143","A152","2","A172","1","A191","A201","0",0
"2989","A11",24,"A32","A41",6579,"A61","A71","4","A93","A101","2","A124",29,"A143","A153","1","A174","1","A192","A201","0",1
"2990","A12",24,"A34","A43",1743,"A61","A75","4","A93","A101","2","A122",48,"A143","A152","2","A172","1","A191","A201","0",0
"2995","A14",12,"A32","A40",2390,"A65","A75","4","A93","A101","3","A123",50,"A143","A152","1","A173","1","A192","A201","0",0
"3005","A11",24,"A33","A40",4870,"A61","A73","3","A93","A101","4","A124",53,"A143","A153","2","A173","2","A191","A201","1",1
"3007","A14",24,"A32","A42",2835,"A63","A75","3","A93","A101","4","A122",53,"A143","A152","1","A173","1","A191","A201","0",0
"3009","A14",12,"A32","A43",3059,"A64","A74","2","A91","A101","4","A121",61,"A143","A152","1","A172","1","A191","A201","0",0
"3013","A12",12,"A32","A43",1567,"A61","A73","1","A92","A101","1","A123",22,"A143","A152","1","A173","1","A192","A201","0",1
"3016","A11",24,"A32","A43",1282,"A62","A73","4","A92","A101","2","A123",32,"A143","A152","1","A172","1","A191","A201","1",1
"3018","A11",30,"A30","A49",8072,"A65","A72","2","A93","A101","3","A123",25,"A141","A152","3","A173","1","A191","A201","0",1
"3019","A12",24,"A32","A41",12000,"A61","A75","4","A92","A101","2","A124",44,"A143","A153","1","A174","1","A192","A201","1",1
"3023","A11",10,"A34","A40",2241,"A61","A72","1","A93","A101","3","A121",48,"A143","A151","2","A172","2","A191","A202","0",0
"3024","A12",12,"A34","A41",1804,"A62","A72","3","A93","A101","4","A122",44,"A143","A152","1","A173","1","A191","A201","0",0
"3026","A11",6,"A32","A42",1374,"A61","A73","1","A93","A101","2","A121",36,"A141","A152","1","A172","1","A192","A201","0",1
"3028","A13",12,"A31","A43",409,"A64","A73","3","A92","A101","3","A121",42,"A143","A151","2","A173","1","A191","A201","0",0
"3035","A13",12,"A32","A42",1474,"A61","A72","4","A92","A101","1","A122",33,"A141","A152","1","A174","1","A192","A201","0",1
"3037","A14",48,"A34","A46",6110,"A61","A73","1","A93","A101","3","A124",31,"A141","A153","1","A173","1","A192","A201","0",1
"3040","A12",9,"A32","A43",458,"A61","A73","4","A93","A101","3","A121",24,"A143","A152","1","A173","1","A191","A201","0",0
"3041","A14",30,"A32","A43",2333,"A63","A75","4","A93","A101","2","A123",30,"A141","A152","1","A174","1","A191","A201","0",0
"3048","A11",6,"A32","A41",1352,"A63","A71","1","A92","A101","2","A122",23,"A143","A151","1","A171","1","A192","A201","0",1
"3049","A14",11,"A34","A40",7228,"A61","A73","1","A93","A101","4","A122",39,"A143","A152","2","A172","1","A191","A201","0",0
"3051","A12",24,"A33","A42",2333,"A65","A72","4","A93","A101","2","A122",29,"A141","A152","1","A172","1","A191","A201","0",0
"3053","A14",12,"A32","A43",1262,"A61","A73","3","A93","A101","2","A123",25,"A143","A152","1","A173","1","A191","A201","0",0
"3055","A12",36,"A33","A40",2225,"A61","A75","4","A93","A101","4","A124",57,"A141","A153","2","A173","1","A192","A201","1",1
"3062","A12",15,"A34","A43",1537,"A65","A75","4","A93","A103","4","A121",50,"A143","A152","2","A173","1","A192","A201","0",0
"3064","A12",48,"A30","A49",12000,"A61","A73","2","A93","A101","2","A123",25,"A143","A152","1","A173","1","A192","A201","1",1
"3066","A14",27,"A32","A45",5190,"A65","A75","4","A93","A101","4","A122",48,"A143","A152","4","A173","2","A192","A201","0",0
"3069","A14",36,"A32","A46",1819,"A61","A73","4","A93","A101","4","A124",37,"A142","A153","1","A173","1","A192","A201","1",1
"3079","A14",54,"A30","A41",9436,"A65","A73","2","A93","A101","2","A122",39,"A143","A152","1","A172","2","A191","A201","0",0
"3081","A14",24,"A32","A43",5943,"A65","A72","1","A92","A101","1","A123",44,"A143","A152","2","A173","1","A192","A201","1",0
"3089","A11",18,"A32","A40",2249,"A62","A74","4","A93","A101","3","A123",30,"A143","A152","1","A174","2","A192","A201","0",1
"3090","A11",12,"A30","A45",1108,"A61","A74","4","A93","A101","3","A121",28,"A143","A152","2","A173","1","A191","A201","1",1
"3093","A14",12,"A34","A43",797,"A65","A75","4","A92","A101","3","A122",33,"A141","A152","1","A172","2","A191","A201","1",0
"3095","A12",12,"A32","A40",1318,"A64","A75","4","A93","A101","4","A121",54,"A143","A152","1","A173","1","A192","A201","0",0
"3096","A12",54,"A30","A49",12000,"A61","A72","3","A93","A101","4","A124",58,"A143","A151","1","A173","1","A192","A201","1",1
"3098","A12",18,"A32","A49",2622,"A62","A73","4","A93","A101","4","A123",34,"A143","A152","1","A173","1","A191","A201","0",1
"3103","A14",6,"A33","A43",932,"A61","A73","3","A92","A101","2","A121",24,"A143","A152","1","A173","1","A191","A201","0",0
"3104","A12",9,"A34","A42",1919,"A61","A74","4","A93","A101","3","A123",35,"A143","A151","1","A173","1","A192","A201","0",0
"3106","A12",24,"A34","A410",11938,"A61","A73","2","A93","A102","3","A123",39,"A143","A152","2","A174","2","A192","A201","1",1
"3110","A12",14,"A32","A49",1410,"A63","A75","1","A94","A101","2","A121",35,"A143","A152","1","A173","1","A192","A201","0",1
"3113","A12",18,"A32","A40",6260,"A61","A74","3","A93","A101","3","A121",28,"A143","A151","1","A172","1","A191","A201","0",1
"3116","A14",48,"A34","A43",3578,"A65","A75","4","A93","A101","1","A121",47,"A143","A152","1","A173","1","A192","A201","0",0
"3118","A11",10,"A34","A42",2132,"A65","A72","2","A92","A102","3","A121",27,"A143","A151","2","A173","1","A191","A202","0",0
"3119","A11",33,"A34","A42",4281,"A63","A73","1","A92","A101","4","A123",23,"A143","A152","2","A173","1","A191","A201","1",1
"3126","A11",12,"A34","A40",2121,"A61","A73","4","A93","A101","2","A122",30,"A143","A152","2","A173","1","A191","A201","0",1
"3131","A12",48,"A32","A40",8487,"A65","A74","1","A92","A101","2","A123",24,"A143","A152","1","A173","1","A191","A201","0",1
"3136","A14",12,"A34","A43",1240,"A65","A75","4","A92","A101","2","A121",38,"A143","A152","2","A173","1","A192","A201","0",0
"3139","A12",15,"A34","A43",2728,"A65","A74","4","A93","A103","2","A121",35,"A141","A152","3","A173","1","A192","A201","0",0
"3141","A13",6,"A32","A40",709,"A64","A72","2","A94","A101","2","A121",27,"A143","A152","1","A171","1","A191","A202","0",0
"3146","A12",48,"A31","A49",3566,"A62","A74","4","A93","A101","2","A123",30,"A143","A152","1","A173","1","A191","A201","0",1
"3149","A11",36,"A34","A42",5371,"A61","A73","3","A93","A103","2","A122",28,"A143","A152","2","A173","1","A191","A201","0",1
"3150","A14",18,"A34","A43",1582,"A64","A75","4","A93","A101","4","A123",46,"A143","A152","2","A173","1","A191","A201","0",0
"3158","A11",12,"A31","A48",339,"A61","A75","4","A94","A101","1","A123",45,"A141","A152","1","A172","1","A191","A201","0",1
"3160","A14",6,"A34","A43",1898,"A65","A73","1","A93","A101","2","A121",34,"A143","A152","2","A172","2","A191","A201","0",0
"3165","A14",36,"A32","A40",909,"A63","A75","4","A93","A101","4","A122",36,"A143","A152","1","A173","1","A191","A201","0",0
"3166","A14",6,"A32","A42",2978,"A63","A73","1","A93","A101","2","A123",32,"A143","A152","1","A173","1","A192","A201","0",0
"3168","A12",11,"A32","A42",1577,"A64","A72","4","A92","A101","1","A121",20,"A143","A152","1","A173","1","A191","A201","0",0
"3169","A14",24,"A32","A42",3972,"A61","A74","2","A92","A101","4","A122",25,"A143","A151","1","A173","1","A192","A201","0",0
"3170","A12",24,"A34","A49",1935,"A61","A75","4","A91","A101","4","A121",31,"A143","A152","2","A173","1","A192","A201","1",1
"3171","A11",15,"A30","A40",950,"A61","A75","4","A93","A101","3","A123",33,"A143","A151","2","A173","2","A191","A201","1",1
"3173","A12",24,"A33","A42",2064,"A61","A71","3","A92","A101","2","A122",34,"A143","A152","1","A174","1","A192","A201","1",1
"3174","A12",8,"A32","A43",1414,"A61","A73","4","A93","A103","2","A121",33,"A143","A152","1","A173","1","A191","A202","0",0
"3175","A11",21,"A33","A46",3414,"A61","A72","2","A93","A101","1","A122",26,"A143","A152","2","A173","1","A191","A201","1",1
"3176","A14",30,"A31","A41",7485,"A65","A71","4","A92","A101","1","A121",53,"A141","A152","1","A174","1","A192","A201","1",0
"3185","A12",18,"A34","A40",884,"A61","A75","4","A93","A101","4","A123",36,"A141","A152","1","A173","2","A192","A201","1",1
"3189","A11",12,"A32","A43",674,"A62","A74","4","A94","A101","1","A122",20,"A143","A152","1","A173","1","A191","A201","1",0
"3197","A14",6,"A34","A43",1382,"A61","A73","1","A92","A101","1","A123",28,"A143","A152","2","A173","1","A192","A201","0",0
"3202","A11",12,"A32","A40",1168,"A61","A73","4","A94","A101","3","A121",27,"A143","A152","1","A172","1","A191","A201","0",1
"3204","A11",12,"A32","A48",902,"A61","A74","4","A94","A101","4","A122",21,"A143","A151","1","A173","1","A191","A201","1",1
"3208","A12",12,"A34","A44",1424,"A61","A74","4","A93","A101","3","A122",26,"A143","A152","1","A173","1","A191","A201","0",0
"3224","A14",24,"A33","A49",2978,"A65","A73","4","A93","A101","4","A121",32,"A143","A152","2","A173","2","A192","A201","0",0
"3228","A11",12,"A32","A42",7865,"A61","A75","4","A93","A101","4","A124",53,"A143","A153","1","A174","1","A192","A201","1",1
"3233","A14",12,"A32","A43",2141,"A62","A74","3","A93","A101","1","A124",35,"A143","A152","1","A173","1","A191","A201","0",0
"3235","A14",4,"A34","A43",1544,"A61","A74","2","A93","A101","1","A121",42,"A143","A152","3","A172","2","A191","A201","0",0
"3240","A11",30,"A32","A43",2522,"A61","A75","1","A93","A103","3","A122",39,"A143","A152","1","A173","2","A191","A201","0",0
"3243","A11",48,"A30","A41",4605,"A61","A75","3","A93","A101","4","A124",24,"A143","A153","2","A173","2","A191","A201","1",1
"3247","A14",12,"A34","A43",717,"A61","A75","4","A93","A101","4","A121",52,"A143","A152","3","A173","1","A191","A201","0",0
"3248","A14",6,"A30","A40",1204,"A62","A73","4","A93","A101","1","A124",35,"A141","A151","1","A173","1","A191","A202","0",0
"3249","A13",24,"A32","A42",1925,"A61","A73","2","A93","A101","2","A121",26,"A143","A152","1","A173","1","A191","A201","0",0
"3251","A11",6,"A34","A40",666,"A64","A74","3","A92","A101","4","A121",39,"A143","A152","2","A172","1","A192","A201","0",0
"3252","A13",12,"A32","A42",2251,"A61","A73","1","A92","A101","2","A123",46,"A143","A152","1","A172","1","A191","A201","0",0
"3253","A12",30,"A32","A40",2150,"A61","A73","4","A92","A103","2","A124",24,"A141","A152","1","A173","1","A191","A201","1",1
"3254","A14",24,"A33","A42",4151,"A62","A73","2","A93","A101","3","A122",35,"A143","A152","2","A173","1","A191","A201","0",0
"3256","A12",60,"A33","A43",7418,"A65","A73","1","A93","A101","1","A121",27,"A143","A152","1","A172","1","A191","A201","0",1
"3259","A14",15,"A32","A41",3812,"A62","A72","1","A92","A101","4","A123",23,"A143","A152","1","A173","1","A192","A201","0",0
"3260","A14",11,"A34","A43",1154,"A62","A71","4","A92","A101","4","A121",57,"A143","A152","3","A172","1","A191","A201","0",0
"3268","A14",24,"A32","A43",1533,"A61","A72","4","A92","A101","3","A123",38,"A142","A152","1","A173","1","A192","A201","0",0
"3274","A12",48,"A32","A43",3060,"A61","A74","4","A93","A101","4","A121",28,"A143","A152","2","A173","1","A191","A201","1",1
"3287","A11",48,"A32","A41",4788,"A61","A74","4","A93","A101","3","A122",26,"A143","A152","1","A173","2","A191","A201","0",1
